opus_no,subpanel,coordinator_title,institution,name_short
1,HS2,dr,Instytut Badań Literackich PAN,"""Dzieci Hagar"" - literackie wizerunki Romów/Sinti/Cyganów. Studia imagologiczne (na materiale literatury polskiej i rosy..."
1,NZ7,dr,Wojskowy Instytut Higieny i Epidemiologii im. gen. Karola Kaczkowskiego,Badanie pochodnych kwasu nikotynowego w celu wykazania ich potencjalnego działania radioochronnego i/lub radionaprawczeg...
1,ST6,dr,"Instytut Chemii Bioorganicznej, Polskiej Akademii Nauk",Wysoko wydajne obliczenia dla sekwencjonowania DNA nowej generacji
1,ST10,dr,"Uniwersytet Wrocławski, Wydział Nauk o Ziemi i Kształtowania Środowiska",Systemy krążenia oraz warunki formowania zasobów wodnych w skałach krystalicznych i osadowych Sudetów Wschodnich.
12,ST10,dr,"Uniwersytet Wrocławski, Wydział Nauk o Ziemi i Kształtowania Środowiska",Płaszcz litosferyczny pod północną Europą: porównanie skał litosferycznego płaszcza Ziemi z wybranych obszarów działania...
1,HS2,dr,Instytut Badań Literackich PAN,George Sand - polskie spojrzenia: monografia
1,HS2,dr,"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna im. Leona Schillera w Łodzi, Wydział Operatorski i Realizacji Telewizyjnej","Współczesna ""HollyŁódź"": badania lokalnej kultury produkcji i widowni filmowej"
1,HS4,dr,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Melioracji i Inżynierii Środowiska",Wykorzystanie bazującej na GIS analizy wielokryterialnej jako wsparcia procesu podejmowania decyzji w planowaniu przestr...
1,NZ1,dr,"Uniwersytet Jagielloński, Wydział Biochemii, Biofizyki i Biotechnologii",Własności strukturalne i dynamiczne modelowej błony zewnętrznej bakterii Gram-ujemnych
12,ST10,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych",Procesy kształtujące koryta rzek rozgałęzionych i meandrujących na przykładzie wybranych rzek Niziny Wielkopolskiej i Kr...
1,NZ9,dr,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie, Wydział Technologii Żywności",Interakcje pomiędzy mikroflorą przewodu pokarmowego człowieka a składnikami żywności funkcjonalnej o właściwościach anty...
11,NZ9,dr,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie, Wydział Technologii Żywności",Interakcje pomiędzy akrylamidem a wybranymi przedstawicielami mikroorganizmów występujących w żywności
1,NZ9,dr,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie, Wydział Technologii Żywności",Ocena wybranych funkcjonalnych właściwości produktu wzbogaconego we fruktany różnego pochodzenia w aspekcie profilaktyki...
1,NZ9,dr,"Politechnika Białostocka, Wydział Budownictwa i Inżynierii Środowiska",Badania fizykochemiczne wybranych polifenoli oraz ich kompleksów z kationami metali. Poszukiwanie nowych preparatów anty...
1,ST10,dr,"Politechnika Warszawska, Wydział Inżynierii Środowiska",Wpływ zmian klimatu na jakość i zanieczyszczenie powietrza w Europie Środkowej
3,HS1,dr,"Uniwersytet Szczeciński, Wydział Humanistyczny",Nieutylitarystyczny konsekwencjalizm etyczny - analiza krytyczna.
4,HS6,dr,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Filozofii Chrześcijańskiej","Empiryczna weryfikacja Kołowego Modelu Wielkiej Piątki Hofstee, de Raada i Goldberga"
1,HS4,dr,"Uniwersytet Ekonomiczny w Katowicach, Wydział Ekonomii",E-konsument w Europie - komparatywna analiza zachowań
1,HS4,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Informatyki i Gospodarki Elektronicznej",Dowód istnienia równowagi ekonomicznej w prostym modelu wymiany bez wykorzystania twierdzenia Brouwera o punkcie stałym....
1,HS4,dr,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Nauk Ekonomicznych",Stopień integracji w łańcuchu dostaw a efektywność przedsiębiorstw przetwórstwa rolno-spożywczego
4,HS4,dr,"Uniwersytet Warszawski, Wydział Nauk Ekonomicznych",Dominacja fiskalna czy walka o stabilność pieniądza? Banki centralne stosujące strategię bezpośredniego celu inflacyjneg...
1,NZ9,dr,Instytut Rozrodu Zwierząt i Badań Żywności PAN,Ocena bezpieczeństwa i aktywności prozdrowotnej własnych i komercyjnych preparatów probiotycznych: badania modelowe na z...
1,HS4,dr,Instytut Geografii i Przestrzennego Zagospodarowania im. S. Leszczyckiego PAN,Ekologiczno-krajobrazowy wymiar urbanizacji terenów wiejskich Obszaru Metropolitalnego Warszawy
1,HS6,dr,"Wyższa Szkoła Finansów i Zarządzania w Warszawie, Wydział Psychologii","Esencjalizm psychologiczny, doświadczenie z przyrodą i język jako czynnki wpływające na rozwój myślenia o kategoriach is..."
1,HS5,dr,"Uniwersytet Łódzki, Wydział Studiów Międzynarodowych i Politologicznych, Zakład Azji Wschodniej",Zmiany w procesie decyzyjnym za rządów Partii Demokratycznej w Japonii
2,ST4,dr,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera PAN,"Monomery tlenków chromu(VI), molibdenu(VI) i wolframu(VI) na powierzchni amorficznej krzemionki oraz krzemionki modyfiko..."
2,HS2,dr,Instytut Sztuki PAN,Dom Bernarda Bellotta: świadectwo kariery i kultury XVIII-wiecznego malarza dworskiego. Wraz z edycją inwentarza domu Be...
1,HS5,dr,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Ekonomiczno-Społeczny",Poziom życia ludności wiejskiej o niepewnych dochodach w Polsce
11,ST2,dr,"Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej",Poszukiwanie podwójnego bezneutrinowego rozpadu beta izotopu 76Ge.
1,ST8,dr,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera PAN,Opracowanie technologii wytwarzania stabilnej i łatwo biodegradowalnej piany ciekłej - do zastosowań przemysłowych i bio...
8,ST10,dr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Geodezji Górniczej i Inżynierii Środowiska","Model migracji pustki w górotworze naruszonym, generującej deformacje nieciągłe na powierzchni terenu"
11,ST9,dr,Centrum Astronomiczne im. Mikołaja Kopernika Polskiej Akademii Nauk,Wszechstronne i kompleksowe badania rozdzielonych układów zaćmieniowych w ramach projektu CREME wraz z przygotowaniem ba...
2,HS5,dr,"Uniwersytet Jagielloński, Wydział Prawa i Administracji",Sprawy rodzicielskie i ochrona dziecka w prawie prywatnym międzynarodowym.
1,ST5,dr,"Politechnika Warszawska, Wydział Chemiczny",Ciecze jonowe zawierające grupy oligooksyetylenowe jako składniki elektrolitów w bateriach litowo-jonowych
2,HS4,dr,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych",Miejski recycling. Wykorzystanie obszarów poprzemysłowych na funkcje czasu wolnego w polskich miastach.
4,HS4,dr,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych",Polityka podatkowa polskich gmin jako instrument w konkurencji o rozwój
1,ST8,dr,Instytut Technologii Materiałów Elektronicznych,Właściwości mechaniczne i odporność na szoki termiczne przeźroczystej ceramiki Y2O3 w funkcji mikrostruktury i temperatu...
1,NZ9,dr,Instytut Dendrologii PAN,"Ocena wielkości, rozmieszczenia i stanu zasobów rodzaju Ulmus w Polsce"
12,NZ3,dr,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,Poznanie mechanizmu funkcjonowania mitochondrialnej syntazy ATP poprzez badanie fenotypów mutacji patologicznych w mitoc...
11,NZ2,dr,Centrum Onkologii - Instytut im. Marii Skłodowskiej-Curie,Analiza heterogenności krążących komórek nowotworowych w różnych podtypach biologicznych raka piersi.
1,ST10,dr,"Uniwersytet Marii Curie-Skłodowskiej, Wydział Nauk o Ziemi i Gospodarki Przestrzennej",Mechanizmy transportu fluwialnego i dostawy rumowiska do koryt rzek arktycznych o różnym reżimie hydrologicznym (Spitsbe...
1,NZ8,dr,Muzeum i Instytut Zoologii PAN,"Dominacja, podział reprodukcji i potencjalna płodność: testowanie hipotezy potencjalnej płodności w pleometrycznych kolo..."
2,HS3,dr,Instytut Historii im. Tadeusza Manteuffla PAN,"Sprawa ""taterników"": śledztwo w sprawie współpracowników paryskiej ""Kultury"" i ich proces (1968-1970). Aspekty polityczn..."
12,ST8,dr,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera Polskiej Akademii Nauk,Wpływ przeciwjonów na tworzenie i funkcjonalność membran polielektrolitowych
1,NZ3,dr,Instytut Biochemii i Biofizyki PAN,Funkcjonalna i biochemiczna charakterystyka sensora wapnia SCS u rzodkiewnika
5,NZ6,dr,"Uniwersytet Warszawski, Wydział Biologii",Dostosowanie nicieni jelitowych do warunków colitis
12,NZ6,dr,Wojskowy Instytut Higieny i Epidemiologii im. gen. Karola Kaczkowskiego,Immunomodulująca rola galektyny w inwazji nicieni żołądkowo-jelitowych.
1,NZ4,dr,"Warszawski Uniwersytet Medyczny, I Wydział Lekarski",Wpływ biologii nowotworów na krążące komórki nowotworowe
1,ST8,dr,"POLITECHNIKA WARSZAWSKA, UCZELNIANE CENTRUM BADAWCZE ""MATERIAŁY FUNKCJONALNE""",Trójwymiarowe rusztowania kompozytowe na bazie polimerów degradowalnych oraz bioceramiki z wprowadzonymi czynnikami wzro...
11,ST5,dr,"Uniwersytet w Białymstoku, Wydział Biologiczno-Chemiczny",Nowe wrażliwe na bodźce kopolimery do kontrolowanego dostarczania leków.
8,ST6,dr,"Uniwersytet Wrocławski, Wydział Matematyki i Informatyki, Wydział Matematyki i Informatyki","Kompresja, logika, języki formalne: nowe podejścia łączące różne dziedziny."
11,NZ9,dr,Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,Rola cząsteczki sygnałowej STAT w czasie przybudowy błony śluzowey macicy i zagnieżdżania zarodka świni
11,NZ7,dr,Instytut Psychiatrii i Neurologii,Dieta ketogenną w pigułce? Ocena roli współczynnika NAD+/NADH jako czynnika odpowiedzialnego za przeciwpadaczkowe działa...
2,ST2,dr,"Uniwersytet Jana Kochanowskiego w Kielcach, Wydział Matematyczno-Przyrodniczy",Dynamika wysoko-energetycznych zderzeń jądrowych - eksperyment NA49
8,HS6,dr,"Uniwersytet Jagielloński, Wydział Filozoficzny, Wydział Filozoficzny",Różnice i granice w procesie tworzenia wielkomiejskich społeczności sąsiedzkich. Studium społeczno-przestrzenne.
2,NZ2,dr,"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie, Wydział Rolniczo-Ekonomiczny",Rola alternatywnego składania transkryptu genu aktywazy Rubisco w dostosowaniu aparatu fotosyntetycznego do funkcjonowan...
2,NZ7,dr,Instytut Farmakologii PAN,"Farmakologiczna weryfikacja potencjalnych strategii neuroprotekcyjnych w nowych, genetycznych modelach progresywnej neur..."
2,NZ4,dr,Instytut Farmakologii PAN,Receptory opioidowe w zwojach podstawy mózgu jako cel terapii uzależnienia od alkoholu.
2,HS4,dr,"Uniwersytet Warszawski, Ośrodek Badań nad Migracjami",Dwie dekady nieuregulowanej tymczasowości? Analiza przemian mobilności z Ukrainy do Polski w ujęciu wielowymiarowym.
10,ST4,dr,"Politechnika Wrocławska, Wydział Chemiczny, Wydział Chemiczny",NIELINIOWE WŁAŚCIWOŚCI OPTYCZNE KOMPLEKSÓW MOLEKULARNYCH
1,NZ7,dr,Państwowy Instytut Weterynaryjny - Państwowy Instytut Badawczy,Badanie możliwości przenoszenia zakażeń spumawirusami ze zwierząt gospodarskich i towarzyszących na człowieka
2,ST8,dr,"Politechnika Śląska, Wydział Elektryczny",Modelowanie polowe MES w analizie quenchu i strat mocy w strukturach nadprzewodnikowych
2,NZ8,dr,Instytut Paleobiologii im. Romana Kozłowskiego PAN,Koniacki etap w rozwoju flor późnokredowych Europy środkowej
2,ST7,dr,"Politechnika Warszawska, Wydział Fizyki",Badanie właściwości propagacyjnych światła w światłowodach fotonicznych wypełnionych ferroelektrycznymi i antyferroelekt...
2,HS4,dr,"Uniwersytet Ekonomiczny w Poznaniu, Wydział Zarządzania",Dzielenie się wiedzą a proces innowacji: podejście sieciowe
2,ST5,dr,Instytut Chemii Fizycznej PAN,Struktura elektronowa i rekacje przeniesienia elektronu w wybranych molekularnych prototypach zawierających redox aktywn...
11,HS4,dr,"Fundacja Centrum Analiz Ekonomicznych, CenEA",Wykorzystanie zmian administracyjnych w procesie identyfikacji przyczyn zróżnicowania rozwoju regionalnego.
2,NZ4,dr,"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu, Wydział Lekarski II",Badanie kompetencji rozwojowej oocytów i zarodków świń w oparciu o analizy molekularne i nowoczesne techniki mikro-optoe...
11,HS4,dr,"Politechnika Gdańska, Wydział Zarządzania i Ekonomii",Strategie zarządzania wiedzą i ich determinanty w firmach z sektora wiedzochłonnych usług biznesowych.
2,HS6,dr,"Uniwersytet im. Adama Mickiewicza, Wydział Fizyki",Wpływ informacji wzrokowej na ocenę bodźców słuchowych w oparciu o eksperymenty psychofizyczne.
8,ST5,dr,Instytut Chemii Fizycznej PAN,Nieorganiczno-organiczne układy szkieletowe oparte na achiralnych i homochiralnych metaloorganicznych jednostkach budulc...
11,NZ4,dr,Instytut Farmakologii Polskiej Akademii Nauk,Rola endogennego układu opioidowego w zachowaniach prospołecznych
3,NZ3,dr,Instytut Farmakologii PAN,Określenie roli receptora mGluR8 w komórkach nowotworowych - potencjalny punkt uchwytu dla nowych strategii przeciwnowot...
3,NZ8,dr,"Uniwersytet Jagielloński, Wydział Biologii i Nauk o Ziemi",Czynniki determinujące wrażliwość termiczną procesów dekompozycji w glebach.
2,ST4,dr,"Uniwersytet im. Adama Mickiewicza, Wydział Chemii",INDUKOWANE FOTOCHEMICZNIE PROCESY RODNIKOWE W CZĄSTECZKACH AMINOKWASÓW I BIOLOGICZNIE AKTYWNYCH PEPTYDÓW ZAWIERAJĄCYCH M...
3,HS4,dr,"Szkoła Główna Handlowa w Warszawie, Kolegium Nauk o Przedsiębiorstwie",Czynniki kapitałowej ekspansji międzynarodowej polskich przedsiębiorstw
2,ST8,dr,Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego PAN,"Charakterystyka mikrostrukturalna i kinetyczna zjawisk zachodzących na granicach rozdziału faz w parach dyfuzyjnych (Sn,..."
12,NZ1,dr,Instytut Biochemii i Biofizyki Polskiej Akademii Nauk,Molekularny mechanizm kontroli tempa elongacji PolII przez splicing.
2,HS6,dr,Instytut Biologii Doświadczalnej im. M. Nenckiego PAN,Percepcja dynamicznych ekspresji emocjonalnych- badania z zastosowaniem innowacyjnej metody jednoczesnego pomiaru fMRI i...
8,ST4,dr,Instytut Chemii Fizycznej PAN,Chwytając przepływ: elektrody 3D do zastosotwań w reakcjach enzymatycznych w układach mikroprzepływowych.
3,NZ2,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Biologii",Analiza nowych białek oddziałujących z U7 snRNA i poszukiwanie nowych funkcji cząsteczki U7 snRNP
3,NZ3,dr,"Uniwersytet Wrocławski, Wydział Nauk Biologicznych","Udział cząsteczek sygnałowych, H2O2, NO i H2S, w adaptacji siewek Cucumis sativus L. do stresów abiotycznych."
3,NZ7,dr,"Uniwersytet Jagielloński- Collegium Medicum, Collegium Medicum, Wydział Lekarski",Epidemiolgia występowania i charakterystyka molekularna Gram-ujemnych pałeczek niefermentujących izolowanych z zakażeń w...
3,ST8,dr,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN,Nanokompozytowe cząstki oparte na tlenkach żelaza i niklu syntetyzowane metodą naświetlania laserem impulsowym.
3,NZ4,dr,"Warszawski Uniwersytet Medyczny, I Wydział Lekarski",Wpływ czynników wytwarzanych przez chondrocyty na morfologię i reaktywność błony maziowej stawu kolanowego szczura hodow...
9,HS4,dr,"Uniwersytet Ekonomiczny w Krakowie, Wydział Zarządzania",Wpływ polityki energetycznej Unii Europejskiej na wzrost gospodarczy w krajach członkowskich
2,ST8,dr,"Politechnika Śląska, Wydział Inżynierii Środowiska i Energetyki",Badania eksperymentalne strat w okołodźwiękowym przepływie pary mokrej
12,HS5,dr,"Uniwersytet Gdański, Wydział Nauk Społecznych","Globalne zarządzanie gospodarcze - aktorzy, obszary oddziaływania, interakcje"
4,HS4,dr,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Geodezji i Gospodarki Przestrzennej/Katedra Gospodarki Nieruchomościami i Rozwoju Regionalnego",Modelowanie dynamiki cen nieruchomości przy zastosowaniu teorii katastrof i praw skalowania
11,NZ9,dr,Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,"Dynamika zmian białek nasienia karpia i ich modyfikacji w warunkach dojrzewania nasienia, stymulacji hormonalnej oraz pr..."
3,ST4,dr,"Politechnika Gdańska, Wydział Chemiczny",Badania agregacji niejonowych związków powierzchniowo czynnych w cieczach jonowych
2,NZ9,dr,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Biologii i Biotechnologii",Rola oreksyn i adiponektyny w kontroli funkcji macicy świń w okresie wczesnej ciąży
10,HS5,dr,"Uniwersytet Łódzki, Wydział Studiów Międzynarodowych i Politologicznych",Rola regionów w polityce Unii Europejskiej wobec Chin
4,ST10,dr,Instytut Nauk Geologicznych PAN,Zmiany zakwaszenia i trofii jezior powstałych w wyrobiskach górniczych na Łuku Mużakowa w czasie ostatnich 100 lat na po...
4,HS2,dr,"Uniwersytet Warszawski, Wydział Lingwistyki Stosowanej",Od kroniki do filmu posttraumatycznego - filmy dokumentalne i artystyczne o Zagładzie
12,NZ1,dr,"Uniwersytet Jagielloński, Małopolskie Centrum Biotechnologii Uniwersytetu Jagiellońskiego",Edycja genu HNF1A w ludzkich indukowanych komórkach pluripotencjalnych za pomocą CRISPR/Cas9 w celu modelowania (dys)fun...
12,NZ5,dr,"Uniwersytet Rzeszowski, Wydział Medyczny","Przeciwciała przeciwko anty-citrulinowanym chemokinom i ich rola w patofizjologii, diagnostyce i prognozowaniu kliniczny..."
3,HS2,dr,"Uniwersytet Łódzki, Wydział Studiów Międzynarodowych i Politologicznych",Estetyka traumy: afektywna percepcja a reprezentacja Holokaustu w miejscach pamięci
12,HS4,dr,"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Zarządzania",Nowe klasy kognitywnych systemów zarządzania usługami i współdzielenia danych w Cloud Computingu
10,NZ4,dr,"Uniwersytet Warszawski, Centrum Nowych Technologii Uniwersytetu Warszawskiego","Metaboliczna i behawioralna charakterystyka myszy z warunkowym nokautem Tcf7l2, genu ryzyka cukrzycy i schizofrenii"
6,HS6,dr,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki",Pamięć operacyjna i przetwarzanie leksykalne w tłumaczeniu konferencyjnym
